Order_ID,Order_Date,Customer_ID,Age,Gender,Product,Category,Quantity,Unit_Price,Sales
ORD100671,2024-03-11,CUST1211,34.0,Male,Smartwatch,Electronics,3,93.43,280.29
ORD101109,2024-03-11,CUST1158,63.0,Female,Sneakers,Clothing,2,141.41,282.82
ORD100938,2024-03-11,CUST1276,30.0,Female,Cricket Bat,Sports,1,169.47,169.47
ORD100547,2024-03-13,CUST1009,41.0,Female,Tablet,Electronics,4,350.01,1400.04
ORD100033,2024-03-13,CUST1038,27.0,Male,Headphones,Electronics,2,920.73,1841.46
ORD100475,2024-03-14,CUST1286,53.0,Male,Jacket,Clothing,1,29.72,29.72
ORD100031,2024-03-14,CUST1162,46.0,Female,Backpack,Clothing,2,139.74,279.48
ORD100506,2024-03-14,CUST1310,41.0,Male,Tablet,Electronics,3,874.8,2624.4
ORD100117,2024-03-15,CUST1324,28.0,Male,Shampoo,Beauty,4,104.05,416.2
ORD100933,2024-03-15,CUST1277,19.0,Male,Running Shoes,Sports,1,121.46,121.46
ORD101079,2024-03-18,CUST1151,47.0,Male,Laptop,Electronics,2,285.8,571.6
ORD100120,2024-03-18,CUST1310,43.0,Male,T-Shirt,Clothing,1,143.75,143.75
ORD100654,2024-03-18,CUST1181,60.0,Female,Shampoo,Beauty,1,145.32,145.32
ORD100445,2024-03-19,CUST1299,20.0,Male,Hair Dryer,Beauty,1,65.01,65.01
ORD100638,2024-03-19,CUST1053,43.0,Male,Smartwatch,Electronics,1,511.74,511.74
ORD100187,2024-03-19,CUST1145,54.0,Female,Perfume,Beauty,1,92.68,92.68
ORD100004,2024-03-19,CUST1265,38.0,Male,Sneakers,Clothing,2,81.42,162.84
ORD100560,2024-03-19,CUST1242,59.0,Male,Backpack,Clothing,3,47.95,143.85
ORD100306,2024-03-19,CUST1218,35.0,Male,Yoga Mat,Sports,1,247.78,247.78
ORD100206,2024-03-19,CUST1278,25.0,Female,Smartwatch,Electronics,4,1001.66,4006.64
ORD101013,2024-03-20,CUST1024,21.0,Female,Yoga Mat,Sports,2,148.81,297.62
ORD101114,2024-03-20,CUST1338,42.0,Male,Sneakers,Clothing,5,124.45,622.25
ORD100729,2024-03-21,CUST1262,35.0,Male,Smartwatch,Electronics,4,728.81,2915.24
ORD100408,2024-03-21,CUST1002,19.0,Male,Smartwatch,Electronics,3,1016.81,3050.43
ORD101174,2024-03-21,CUST1083,60.0,Male,Vacuum Cleaner,Home,2,149.83,299.66
ORD100211,2024-03-22,CUST1166,34.0,Male,Jeans,Clothing,1,86.31,86.31
ORD100277,2024-03-22,CUST1111,39.0,Male,Hair Dryer,Beauty,1,75.31,75.31
ORD100545,2024-03-22,CUST1100,43.0,Male,Jeans,Clothing,2,139.59,279.18
ORD100342,2024-03-23,CUST1200,62.0,Female,Sneakers,Clothing,2,112.98,225.96
ORD101036,2024-03-24,CUST1087,55.0,Female,Jacket,Clothing,4,23.03,92.12
ORD100675,2024-03-24,CUST1027,44.0,Male,Vacuum Cleaner,Home,1,326.19,326.19
ORD101080,2024-03-25,CUST1141,29.0,Female,Running Shoes,Sports,1,103.64,103.64
ORD100721,2024-03-25,CUST1072,27.0,Male,Dumbbells,Sports,4,129.27,517.08
ORD100768,2024-03-26,CUST1091,31.0,Male,Football,Sports,5,270.37,1351.85
ORD100151,2024-03-27,CUST1039,58.0,Male,Running Shoes,Sports,1,128.09,128.09
ORD100637,2024-03-27,CUST1126,41.0,Male,Jacket,Clothing,2,94.7,189.4
ORD100816,2024-03-28,CUST1249,32.0,Male,T-Shirt,Clothing,2,84.01,168.02
ORD100865,2024-03-28,CUST1148,39.0,Male,Bookshelf,Home,2,353.02,706.04
ORD100045,2024-03-29,CUST1194,49.0,Female,Coffee Maker,Home,1,102.29,102.29
ORD100469,2024-03-30,CUST1333,42.0,,Smartphone,Electronics,3,1092.35,3277.05
ORD100851,2024-03-30,CUST1105,18.0,Female,Headphones,Electronics,2,402.92,805.84
ORD100610,2024-03-30,CUST1130,18.0,Male,Jacket,Clothing,4,94.54,378.16
ORD100989,2024-03-30,CUST1259,45.0,Male,Tablet,Electronics,3,535.89,1607.67
ORD100569,2024-04-01,CUST1102,58.0,Male,Cricket Bat,Sports,1,251.48,251.48
ORD101112,2024-04-01,CUST1262,40.0,Female,Smartphone,Electronics,2,749.15,1498.3
ORD100695,2024-04-02,CUST1282,56.0,Female,Laptop,Electronics,2,1191.23,2382.46
ORD100226,2024-04-02,CUST1163,,Male,Laptop,Electronics,2,724.73,1449.46
ORD100225,2024-04-03,CUST1310,33.0,Male,Office Chair,Home,2,346.77,693.54
ORD100531,2024-04-03,CUST1140,29.0,Male,Shampoo,Beauty,1,42.35,42.35
ORD100178,2024-04-04,CUST1237,49.0,Female,Vacuum Cleaner,Home,1,291.27,291.27
ORD100012,2024-04-04,CUST1321,39.0,Male,Football,Sports,2,244.77,489.54
ORD101107,2024-04-04,CUST1156,25.0,Male,Desk Lamp,Home,2,309.45,618.9
ORD100474,2024-04-06,CUST1112,31.0,Female,Dumbbells,Sports,3,207.41,622.23
ORD100420,2024-04-06,CUST1237,60.0,Male,Moisturizer,Beauty,1,11.13,11.13
ORD100271,2024-04-06,CUST1223,22.0,Male,Moisturizer,Beauty,2,28.88,57.76
ORD100428,2024-04-06,CUST1333,47.0,Male,Dumbbells,Sports,2,231.49,462.98
ORD100210,2024-04-07,CUST1274,63.0,Female,Tablet,Electronics,3,657.69,1973.07
ORD100923,2024-04-08,CUST1311,36.0,Female,Running Shoes,Sports,2,15.58,31.16
ORD100059,2024-04-08,CUST1185,52.0,Male,Tablet,Electronics,1,851.21,851.21
ORD100508,2024-04-10,CUST1085,64.0,Female,Face Wash,Beauty,1,131.51,131.51
ORD100942,2024-04-10,CUST1077,48.0,Male,Jacket,Clothing,1,114.93,114.93
ORD100961,2024-04-10,CUST1344,27.0,Male,Laptop,Electronics,1,276.67,276.67
ORD100543,2024-04-10,CUST1301,42.0,Female,Smartwatch,Electronics,2,88.32,176.64
ORD100466,2024-04-12,CUST1164,38.0,Male,Desk Lamp,Home,3,232.52,697.56
ORD100940,2024-04-14,CUST1275,58.0,Male,T-Shirt,Clothing,2,47.48,94.96
ORD100970,2024-04-14,CUST1272,52.0,Male,Backpack,Clothing,1,164.9,164.9
ORD100285,2024-04-14,CUST1281,57.0,Male,Jacket,Clothing,4,175.03,700.12
ORD100054,2024-04-15,CUST1068,25.0,Female,Yoga Mat,Sports,2,290.38,580.76
ORD100720,2024-04-15,CUST1146,60.0,Male,Shampoo,Beauty,4,128.11,512.44
ORD100284,2024-04-15,CUST1103,28.0,Male,Smartphone,Electronics,1,75.89,75.89
ORD100556,2024-04-16,CUST1335,29.0,Male,Vacuum Cleaner,Home,4,182.67,730.68
ORD100395,2024-04-17,CUST1153,33.0,Male,Coffee Maker,Home,1,122.93,122.93
ORD100857,2024-04-17,CUST1058,39.0,Male,Smartwatch,Electronics,2,228.87,457.74
ORD101143,2024-04-18,CUST1136,52.0,Male,Jeans,Clothing,2,154.15,308.3
ORD100366,2024-04-19,CUST1102,53.0,Female,Office Chair,Home,1,372.76,372.76
ORD100793,2024-04-19,CUST1160,18.0,Male,T-Shirt,Clothing,2,105.22,210.44
ORD100086,2024-04-20,CUST1178,61.0,Male,Bookshelf,Home,4,256.08,1024.32
ORD100746,2024-04-21,CUST1269,52.0,Female,Dumbbells,Sports,3,97.66,292.98
ORD100358,2024-04-21,CUST1292,50.0,Male,T-Shirt,Clothing,2,50.87,101.74
ORD100843,2024-04-21,CUST1174,48.0,Male,Smartwatch,Electronics,3,1060.04,3180.12
ORD100129,2024-04-21,CUST1155,30.0,Male,Tablet,Electronics,2,43.39,86.78
ORD100300,2024-04-22,CUST1076,61.0,Male,Tablet,Electronics,3,1003.6,3010.8
ORD101025,2024-04-23,CUST1227,37.0,Male,Football,Sports,1,227.83,227.83
ORD100372,2024-04-23,CUST1249,54.0,Female,Headphones,Electronics,4,990.97,3963.88
ORD100496,2024-04-23,CUST1169,39.0,Male,Bookshelf,Home,4,348.34,1393.36
ORD100114,2024-04-24,CUST1004,27.0,Female,Shampoo,Beauty,1,71.22,71.22
ORD100171,2024-04-25,CUST1184,37.0,Male,Backpack,Clothing,4,124.68,498.72
ORD100020,2024-04-26,CUST1103,29.0,Female,Coffee Maker,Home,3,277.44,832.32
ORD100529,2024-04-26,CUST1082,53.0,Male,Smartphone,Electronics,5,155.85,779.25
ORD101058,2024-04-26,CUST1229,50.0,Female,Vacuum Cleaner,Home,1,128.94,128.94
ORD100511,2024-04-26,CUST1188,65.0,Female,T-Shirt,Clothing,4,145.36,581.44
ORD100596,2024-04-27,CUST1131,19.0,Female,Jeans,Clothing,1,176.88,176.88
ORD101157,2024-04-27,CUST1293,40.0,Female,Laptop,Electronics,1,474.4,474.4
ORD100711,2024-04-28,CUST1154,43.0,Male,Perfume,Beauty,3,69.26,207.78
ORD100518,2024-04-29,CUST1244,34.0,Female,Moisturizer,Beauty,1,146.39,146.39
ORD100780,2024-04-29,CUST1024,39.0,Male,Backpack,Clothing,4,74.72,298.88
ORD100615,2024-04-30,CUST1031,40.0,Female,Yoga Mat,Sports,1,231.91,231.91
ORD100723,2024-04-30,CUST1273,21.0,Female,Smartwatch,Electronics,1,994.87,994.87
ORD100360,2024-05-01,CUST1037,41.0,Female,Jeans,Clothing,2,53.53,107.06
ORD100153,2024-05-02,CUST1297,62.0,Female,Tablet,Electronics,3,362.27,1086.81
ORD100667,2024-05-02,CUST1261,43.0,Female,Laptop,Electronics,1,949.93,949.93
ORD100276,2024-05-04,CUST1164,63.0,Female,Backpack,Clothing,2,73.72,147.44
ORD100407,2024-05-04,CUST1087,54.0,Female,Bookshelf,Home,4,58.48,233.92
ORD100472,2024-05-05,CUST1056,37.0,Male,Football,Sports,2,122.53,245.06
ORD100350,2024-05-05,CUST1249,41.0,Male,Backpack,Clothing,1,110.54,110.54
ORD100107,2024-05-05,CUST1211,25.0,Male,Office Chair,Home,5,365.61,1828.05
ORD101113,2024-05-06,CUST1283,22.0,Female,Tablet,Electronics,3,1034.48,3103.44
ORD101073,2024-05-07,CUST1211,37.0,Male,Smartphone,Electronics,1,889.6,889.6
ORD100332,2024-05-07,CUST1186,64.0,Female,Shampoo,Beauty,2,142.77,285.54
ORD100235,2024-05-07,CUST1181,61.0,Male,Smartwatch,Electronics,2,469.26,938.52
ORD100592,2024-05-08,CUST1030,35.0,Female,Jeans,Clothing,1,162.33,162.33
ORD100761,2024-05-08,CUST1329,50.0,Female,Laptop,Electronics,2,261.7,523.4
ORD100413,2024-05-08,CUST1024,43.0,Female,Football,Sports,4,205.05,820.2
ORD100493,2024-05-09,CUST1292,39.0,Female,Desk Lamp,Home,2,55.35,110.7
ORD100240,2024-05-09,CUST1189,56.0,Male,Smartwatch,Electronics,2,232.13,464.26
ORD100436,2024-05-09,CUST1207,27.0,Male,Moisturizer,Beauty,1,82.73,82.73
ORD100644,2024-05-09,CUST1298,28.0,Female,Coffee Maker,Home,3,82.8,248.4
ORD100050,2024-05-09,CUST1279,57.0,Female,Tablet,Electronics,3,595.72,1787.16
ORD100523,2024-05-09,CUST1002,28.0,Male,Dumbbells,Sports,1,39.32,39.32
ORD100036,2024-05-09,CUST1255,25.0,Female,Face Wash,Beauty,2,122.65,245.3
ORD100574,2024-05-10,CUST1112,27.0,Male,T-Shirt,Clothing,5,162.91,814.55
ORD100241,2024-05-11,CUST1347,59.0,Male,Running Shoes,Sports,3,199.04,597.12
ORD100994,2024-05-11,CUST1198,61.0,Male,T-Shirt,Clothing,2,165.59,331.18
ORD100551,2024-05-11,CUST1114,52.0,Female,Sneakers,Clothing,2,107.81,215.62
ORD100724,2024-05-11,CUST1247,54.0,Female,Moisturizer,Beauty,1,134.22,134.22
ORD100274,2024-05-11,CUST1066,46.0,Female,Yoga Mat,Sports,3,253.11,759.33
ORD100105,2024-05-13,CUST1052,64.0,Female,Yoga Mat,Sports,1,212.92,212.92
ORD100603,2024-05-13,CUST1025,55.0,Male,Smartwatch,Electronics,1,431.31,431.31
ORD100660,2024-05-13,CUST1098,64.0,Female,T-Shirt,Clothing,1,87.9,87.9
ORD100760,2024-05-14,CUST1103,26.0,Male,Perfume,Beauty,1,15.37,15.37
ORD100824,2024-05-18,CUST1168,51.0,Female,Bookshelf,Home,4,316.14,1264.56
ORD100839,2024-05-19,CUST1347,30.0,Male,Backpack,Clothing,3,173.46,520.38
ORD100627,2024-05-19,CUST1171,31.0,Female,Backpack,Clothing,1,91.83,91.83
ORD100684,2024-05-22,CUST1097,53.0,Male,Jacket,Clothing,1,172.32,172.32
ORD100888,2024-05-22,CUST1104,60.0,Male,Laptop,Electronics,5,1173.44,5867.2
ORD100598,2024-05-23,CUST1253,37.0,Male,Headphones,Electronics,1,1091.45,1091.45
ORD100068,2024-05-23,CUST1108,63.0,Male,Face Wash,Beauty,1,39.02,39.02
ORD100905,2024-05-23,CUST1178,43.0,Female,Desk Lamp,Home,1,244.21,244.21
ORD100085,2024-05-23,CUST1326,32.0,Male,Coffee Maker,Home,2,395.78,791.56
ORD101042,2024-05-24,CUST1107,41.0,Male,Hair Dryer,Beauty,1,97.77,97.77
ORD101084,2024-05-24,CUST1009,40.0,Male,Football,Sports,2,110.67,221.34
ORD100313,2024-05-25,CUST1072,27.0,Male,Smartphone,Electronics,4,575.28,2301.12
ORD101190,2024-05-25,CUST1078,35.0,Male,Shampoo,Beauty,3,84.91,254.73
ORD101095,2024-05-26,CUST1006,63.0,Male,Tablet,Electronics,1,419.96,419.96
ORD100604,2024-05-27,CUST1179,47.0,Female,Headphones,Electronics,1,880.98,880.98
ORD100699,2024-05-28,CUST1161,65.0,Female,Smartphone,Electronics,2,1022.84,2045.68
ORD100411,2024-05-29,CUST1293,41.0,Male,Bookshelf,Home,1,70.9,70.9
ORD100993,2024-05-29,CUST1101,20.0,Female,Coffee Maker,Home,1,348.1,348.1
ORD100868,2024-05-30,CUST1026,47.0,Male,Tablet,Electronics,2,452.79,905.58
ORD100040,2024-05-30,CUST1220,23.0,Female,Office Chair,Home,1,351.58,351.58
ORD101038,2024-05-30,CUST1101,30.0,Male,Hair Dryer,Beauty,3,125.59,376.77
ORD100110,2024-05-31,CUST1205,58.0,Male,Smartwatch,Electronics,3,435.35,1306.05
ORD100537,2024-05-31,CUST1106,23.0,Female,Moisturizer,Beauty,1,112.54,112.54
ORD101137,2024-06-01,CUST1042,28.0,Male,Cricket Bat,Sports,1,95.05,95.05
ORD100443,2024-06-02,CUST1115,37.0,Male,Coffee Maker,Home,2,367.96,735.92
ORD100566,2024-06-02,CUST1114,50.0,Female,Jacket,Clothing,4,159.47,637.88
ORD100567,2024-06-02,CUST1062,30.0,Male,Desk Lamp,Home,3,275.1,825.3
ORD100697,2024-06-02,CUST1022,23.0,Female,Bookshelf,Home,2,235.93,471.86
ORD100561,2024-06-03,CUST1172,56.0,Female,Moisturizer,Beauty,3,99.14,297.42
ORD100099,2024-06-03,CUST1322,22.0,Female,Laptop,Electronics,3,649.28,1947.84
ORD100676,2024-06-03,CUST1190,26.0,Female,Cricket Bat,Sports,2,87.34,174.68
ORD101120,2024-06-04,CUST1047,18.0,Male,Headphones,Electronics,2,888.33,1776.66
ORD100550,2024-06-05,CUST1029,23.0,Female,Moisturizer,Beauty,3,129.71,389.13
ORD100265,2024-06-05,CUST1029,60.0,Female,Football,Sports,3,43.3,129.9
ORD100601,2024-06-05,CUST1003,43.0,Male,Tablet,Electronics,1,979.44,979.44
ORD100357,2024-06-06,CUST1080,24.0,Female,Smartwatch,Electronics,1,386.18,386.18
ORD100829,2024-06-09,CUST1248,59.0,Female,Face Wash,Beauty,2,21.85,43.7
ORD100282,2024-06-09,CUST1291,54.0,Female,Coffee Maker,Home,1,248.65,248.65
ORD100613,2024-06-09,CUST1172,38.0,,T-Shirt,Clothing,3,80.66,241.98
ORD100396,2024-06-10,CUST1182,56.0,Male,Dumbbells,Sports,3,210.91,632.73
ORD100026,2024-06-12,CUST1167,47.0,Male,Perfume,Beauty,3,56.33,168.99
ORD100828,2024-06-12,CUST1204,45.0,Male,Vacuum Cleaner,Home,1,339.66,339.66
ORD100252,2024-06-13,CUST1224,60.0,Male,Vacuum Cleaner,Home,4,53.99,215.96
ORD101041,2024-06-13,CUST1114,36.0,Male,Jeans,Clothing,2,143.68,287.36
ORD100158,2024-06-13,CUST1120,61.0,Female,Moisturizer,Beauty,1,132.94,132.94
ORD100512,2024-06-14,CUST1159,31.0,Male,Office Chair,Home,5,305.3,1526.5
ORD100118,2024-06-14,CUST1168,53.0,Female,Smartphone,Electronics,1,192.76,192.76
ORD100983,2024-06-15,CUST1283,59.0,Male,Smartwatch,Electronics,1,501.04,501.04
ORD101005,2024-06-16,CUST1031,49.0,Female,Hair Dryer,Beauty,1,119.33,119.33
ORD100532,2024-06-16,CUST1029,60.0,Female,Cricket Bat,Sports,3,274.65,823.95
ORD100714,2024-06-17,CUST1134,50.0,Female,Bookshelf,Home,1,179.59,179.59
ORD100877,2024-06-17,CUST1313,30.0,Male,Perfume,Beauty,5,112.16,560.8
ORD100450,2024-06-17,CUST1178,44.0,Male,Smartphone,Electronics,1,354.99,354.99
ORD100988,2024-06-18,CUST1317,25.0,Female,Bookshelf,Home,4,311.74,1246.96
ORD100388,2024-06-19,CUST1302,28.0,Female,Smartphone,Electronics,1,993.43,993.43
ORD101093,2024-06-19,CUST1095,63.0,Female,Jacket,Clothing,3,138.11,414.33
ORD100302,2024-06-19,CUST1085,34.0,Male,Jeans,Clothing,2,38.09,76.18
ORD100150,2024-06-20,CUST1103,26.0,Male,Coffee Maker,Home,1,99.13,99.13
ORD100097,2024-06-21,CUST1007,38.0,Female,Jacket,Clothing,2,93.02,186.04
ORD100509,2024-06-24,CUST1273,47.0,Female,Cricket Bat,Sports,1,223.19,223.19
ORD100578,2024-06-25,CUST1052,20.0,Male,Yoga Mat,Sports,1,149.92,149.92
